,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,name,retweet_count,text,tweet_created,tweet_location,user_timezone
309,568800805475782656,neutral,0.375,,0.0,Virgin America,GabriellaDago,0,@VirginAmerica is saving my sanity right now: http://t.co/ELtBOLjUl9,2015-02-20 15:54:14,New York City,Eastern Time (US & Canada)
7152,569925091095646209,neutral,1.0,,,Delta,JoelRandell,2,"Now put your baggage fees back on ""free."" RT @JetBlue: Our fleet's on fleek. http://t.co/oxsA8btVTB",2015-02-23 18:21:45,New York City,Eastern Time (US & Canada)
10812,568854976119898112,negative,1.0,Late Flight,1.0,US Airways,B_Flight5508,0,"@USAirways and next flight delayed as well. 5238 out of Charlotte, is it just my luck or what?",2015-02-20 19:29:29,,Eastern Time (US & Canada)
10595,569147067559485440,neutral,0.6117,,0.0,US Airways,LaurenCarrot,0,"@USAirways what's the point of email stating I didn't get bumped to 1st class? I know I'm not in first class, I booked the regular ticket",2015-02-21 14:50:09,Your Dreams,
4008,567876794788872192,neutral,0.6931,,0.0,United,JackieFerrari3,0,@united 618 was flight out of Houston,2015-02-18 02:42:33,Irvine,
586,570265596220166144,negative,1.0,Customer Service Issue,0.6990000000000001,United,discobiscuit63,1,@united OKC ticket agent Roger McLarren(sp?) LESS than helpful with our Intl group travel problems Can't find a supervisor for help.,2015-02-24 16:54:47,,Central Time (US & Canada)
905,570022345424834560,negative,1.0,Late Flight,0.6559,United,hefeman,0,@united has made my no fly list. Other airlines wait when connector Late Flight. Stuck in IAH.,2015-02-24 00:48:12,Austin,Central Time (US & Canada)
12385,570208909522182146,negative,1.0,Flight Attendant Complaints,1.0,American,dwjudson,0,"@AmericanAir Your AA3465 staff are refusing to allow a woman to board. She was here at 8 for 8:16 departure. Sign still ""Now Boarding""...",2015-02-24 13:09:32,"Toronto, Ontario, Canada",Eastern Time (US & Canada)
8810,567829088380919809,positive,0.6546,,0.0,Delta,kurianbk,0,@JetBlue Gary who is serving us at FLL airport counter is really TRUE BLUE! Makes me feel at home even when a JetBlue flight is delayedl,2015-02-17 23:32:59,"Boston, MA",
10673,568994696980238336,negative,1.0,Customer Service Issue,1.0,US Airways,WesKnuckle,0,@USAirways @stephenrodrick Your team needs to build capacity,2015-02-21 04:44:41,"Boston, MA",Eastern Time (US & Canada)
4706,569914957552353280,negative,0.6745,Bad Flight,0.6745,Southwest,HDsportsguy,0,@SouthwestAir Just landed in PHL. Row 9 window cover on N366SW could use some LUV. http://t.co/WQZZtIemX0,2015-02-23 17:41:29,,
10221,569484387055734784,positive,1.0,,,US Airways,ibeejd,0,"@USAirways job well done from your Philly employee running check,in today. (Tabitha?) helped us in an emergency &amp; vacation saved!!!",2015-02-22 13:10:33,,America/New_York
9719,569698937281470464,negative,0.6737,Customer Service Issue,0.6737,US Airways,CourtneyyKay,0,@USAirways and I can't get through on any phones,2015-02-23 03:23:05,Michigan ➡️ Florida,Eastern Time (US & Canada)
9933,569608831816351745,negative,1.0,Can't Tell,0.607,US Airways,MRTWT8,0,@USAirways how do you lose a pilot????,2015-02-22 21:25:02,"Bonaire, GA",Eastern Time (US & Canada)
3660,568203369053077505,negative,1.0,Flight Attendant Complaints,0.3441,United,thisismattuk,0,@united My feedback and concerns via your site aren’t going to improve my poor airport experiences.,2015-02-19 00:20:14,Cardiff and London,London
1350,569785570320195585,negative,0.6363,Flight Booking Problems,0.3417,United,Rapetti,0,@united was trying to change a flight online but got an error can you help via DM?,2015-02-23 09:07:20,"San Francisco, CA",Pacific Time (US & Canada)
2855,568862907850743808,negative,1.0,Customer Service Issue,1.0,United,_jesseeka,0,@united your customer service is crap.,2015-02-20 20:01:00,Massachusetts,Eastern Time (US & Canada)
111,569873665640292353,positive,0.6806,,,Virgin America,flyfromNYC,0,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/B2Xi4YG5T8 #CheapFlights #FareCompare",2015-02-23 14:57:24,"New York City, NY",Central Time (US & Canada)
3058,568760315569053696,negative,1.0,longlines,0.6677,United,CeC,0,@united don't know if you are aware that ALL of your premier access lines are closed in your terminal. I feel the love.,2015-02-20 13:13:20,Naperville,Paris
6146,568181877560852481,neutral,0.6863,,,Southwest,TifffyHuang,0,@SouthwestAir just DMed you guys!!! 😁😁😁😁,2015-02-18 22:54:50,,
11146,568481515899908096,neutral,1.0,,,US Airways,altadenadad,0,@USAirways can you DM me &amp; add me to the upgrade list for a flt tonight?,2015-02-19 18:45:29,"Haverford, PA & Wilton Manors ",Atlantic Time (Canada)
12513,570135402306080768,negative,1.0,Lost Luggage,0.6199,American,TinaHovsepian,0,@AmericanAir terror story my luggage was delayed both ways on an international flight for over 5 days total #angrycustomer,2015-02-24 08:17:27,North Hollywood,
3165,568622671287566336,negative,1.0,Cancelled Flight,0.6871,United,stephaniefoos,0,@united Yes my flight was rebooked. I'm just losing trust in you if I want to get anywhere on time.,2015-02-20 04:06:23,"Boston, MA",Alaska
14237,569648849494675456,neutral,1.0,,,American,fritzmt,1,@AmericanAir message and pics sent...,2015-02-23 00:04:03,U.S.A.,Mountain Time (US & Canada)
9798,569661113593425920,negative,1.0,Bad Flight,0.3481,US Airways,ElmiraBudMan,0,@USAirways @PHLAirport how can a plane scheduled to come in on time and actually happen. Then you bozos don't have any room us. #incompetent,2015-02-23 00:52:47,Does it really matter,
6172,568162290890964992,positive,1.0,,,Southwest,chelsiesedore,0,@SouthwestAir is there a way to know who checked my bag on the curb? She was awesome!!! And want to be sure she gets a high five!,2015-02-18 21:37:00,,
288,568850967673896960,negative,1.0,Flight Attendant Complaints,0.6458,Virgin America,SaraBabs,0,@VirginAmerica husband and I ordered three drinks via my screen and they never came. Awesome!,2015-02-20 19:13:34,dc,Eastern Time (US & Canada)
12569,570101395698941954,negative,1.0,Customer Service Issue,1.0,American,pattiylandry,1,@AmericanAir  your customer service is deplorable. I am disgusted in your company and the ignorant people on the phones for lost baggage.,2015-02-24 06:02:19,,Hawaii
9704,569706908002578432,negative,1.0,Late Flight,1.0,US Airways,EAFiedler,0,@USAirways This is the worst flying experience of my life. Flight scheduled for departure at 5:44pm from Phl. 5+ hrs Late Flightr guess where I am?,2015-02-23 03:54:46,Philly,Eastern Time (US & Canada)
1166,569908175953993728,negative,1.0,Can't Tell,0.3481,United,_mhertz,1,@united we had four scheduled flights on this reservation and literally did not take one! Unreal,2015-02-23 17:14:32,,Pacific Time (US & Canada)
10920,568782732358258689,negative,1.0,Late Flight,1.0,US Airways,jessergauvin,0,@USAirways what is the damn delay????,2015-02-20 14:42:25,Nantucket,Quito
2593,569011846432366592,negative,0.6514,Lost Luggage,0.6514,United,iandroid614,0,@United Brothers baggage was lost on route to 2015 Panamerican Cross Country Cup Championship in Columbia. His race is Sunday. Please help.,2015-02-21 05:52:50,"Kearney, Nebraska",Central Time (US & Canada)
10046,569558153202774016,negative,1.0,Can't Tell,0.6556,US Airways,ColfaxCapital,0,@USAirways @TheHaileyTate Another blatant lie from @USAirways,2015-02-22 18:03:40,"39.0708° N, 106.9886° W",Quito
8610,568115928044404736,positive,1.0,,,Delta,MaxwellAMooney,0,"@JetBlue friendly, engaging, personable, handled clarifying questions about baggage fees well, and took an interest in what I was doing.",2015-02-18 18:32:46,"Mill Creek, WA",Pacific Time (US & Canada)
1802,569579474762608640,negative,0.6897,Lost Luggage,0.6897,United,DangVanda,0,"@united, no. Re-booked with American and United said they'd transfer our bags to them.",2015-02-22 19:28:23,STL,
6567,567775685796589568,negative,0.6596,Customer Service Issue,0.3404,Southwest,caralageson,0,@SouthwestAir I just sent it over,2015-02-17 20:00:46,"Cleveland, Ohio",Central Time (US & Canada)
150,569594386066984960,negative,1.0,Damaged Luggage,1.0,Virgin America,khartline,0,.@VirginAmerica does that mean you don't have a policy for destroyed luggage?,2015-02-22 20:27:38,Las Vegas,Pacific Time (US & Canada)
11378,568161284249796608,positive,0.6495,,0.0,US Airways,ALHphoto,0,@USAirways your pple did a great job w the madness however some of your systems need help. I appreciate the hard work &amp; the push to b better,2015-02-18 21:33:00,"Raleigh,NC",Atlantic Time (Canada)
10891,568796449863028736,negative,1.0,Can't Tell,0.6509,US Airways,mjmena001,0,"@USAirways now I am on flight to FLL, and told to take a train back to PBI to get my car. There are no trains to PBI!",2015-02-20 15:36:56,West Palm,
2002,569480693782339584,neutral,1.0,,,United,gwp22183,0,"@united Do you have plans for an iPad app?  The iPhone app is great, but on the  iPad you have to flip the iPad.  Is there a beta? Tks.",2015-02-22 12:55:52,Metro DC Area,
8578,568152817656930305,neutral,0.66,,,Delta,NickTypesWords,0,@JetBlue @pilyoc dont talk about my friend @JetBlue like that. #thefutureisweird,2015-02-18 20:59:22,Inquiries: CAA  •  Miller PR ,
8267,568545438976102400,positive,1.0,,,Delta,stacyhirst,0,@JetBlue keep going back and forth with being able to board and then not. But great agents in savannah!,2015-02-19 22:59:30,,Central Time (US & Canada)
4414,570265280674459648,negative,1.0,Can't Tell,0.6917,Southwest,Heavenlychc9,0,@SouthwestAir due to an apparent water issue that checked out fine during the checks my husband and I already had to deal with our first,2015-02-24 16:53:32,,
8663,568064005048152065,positive,1.0,,,Delta,Paul_Conn,0,@JetBlue you're killing me now. :-) You got me! #smitten #trueblue,2015-02-18 15:06:27,New York,Eastern Time (US & Canada)
14339,569631567032627200,negative,1.0,Customer Service Issue,0.6655,American,itsNGHTMRE,1,@AmericanAir Cancelled Flightled 2 of my flights for maintenance. Customer service desk is empty... Can I get a hotel at least? http://t.co/ypbkCiRBXu,2015-02-22 22:55:23,"Los Angeles, CA",Pacific Time (US & Canada)
4531,570059574268469248,negative,1.0,Can't Tell,0.6622,Southwest,TheRandyHarbin,0,@SouthwestAir has become like every other airline #crooked I can't believe they are taking over $500 #shouldwearmasks #shocked,2015-02-24 03:16:08,Kansas City MO,Central Time (US & Canada)
10538,569212376421158912,negative,0.6919,Customer Service Issue,0.6919,US Airways,EAFiedler,0,@USAirways @AmericanAir Is there a way to reserve a veg meal online for a flight to Brazil tomorrow? I've been onhold for more than 1 hour.,2015-02-21 19:09:40,Philly,Eastern Time (US & Canada)
1925,569517323180236800,negative,1.0,Late Flight,1.0,United,laurahotaling,0,@united Delayed more and more these days. MCO &gt; IAD. Fingers crossed I make my connection home to Albany. #united1K,2015-02-22 15:21:25,,
9638,569759558777892864,negative,1.0,Customer Service Issue,1.0,US Airways,mcarroll_,0,@USAirways Finally got ahold of an Agent after another hour. Thanks for the follow up.  Recommend a call back feature.,2015-02-23 07:23:59,Washington D.C.,Eastern Time (US & Canada)
13748,569727598130962432,negative,0.6497,Customer Service Issue,0.3433,American,sannimaarit,0,"@AmericanAir Thanks, she did her best. Staying the night in Dallas, new trial to Detroit via Atlanta tomorrow, assuming no Cancelled Flightlations.",2015-02-23 05:16:59,Finn between Detroit & Toledo,Helsinki
6286,568082378406682624,neutral,0.6354,,,Southwest,emilyr1231234,0,@SouthwestAir @love_dragonss LAUREN IM SCREAKJMF,2015-02-18 16:19:28,Ig:@/imaginedragoner,
6124,568206236081995776,neutral,1.0,,,Southwest,linkster93,0,@SouthwestAir #DestinationDragons Any word on winners of contest? Any chance for tix for the Provo DestinationDragons show? Fingers Crossed!,2015-02-19 00:31:38,,
9175,570083761582428160,negative,0.6764,Flight Booking Problems,0.6764,US Airways,worldwideweg,0,"@USAirways  - I had 20,748 miles in  my account and was informed I'd forfeit them bc of 33 months of inactivity - I",2015-02-24 04:52:15,,
91,569913339427434496,neutral,0.6639,,0.0,Virgin America,losermelon,0,"@VirginAmerica hi, i did not get points on my elevate account for my most recent flight, how do i add the flight and points to my account?",2015-02-23 17:35:03,,
6945,570001191796678656,positive,0.6714,,,Delta,DatingRev,0,"@JetBlue Well, thankfully they've got a nice food court here...When will an update be posted?",2015-02-23 23:24:08,"Los Angeles, CA",Eastern Time (US & Canada)
9325,569984789798899712,positive,1.0,,,US Airways,FahadHassan,0,@USAirways THANK YOU for resolving the issue. On direct flight to sfo from @united,2015-02-23 22:18:58,Washington D.C.,Eastern Time (US & Canada)
7796,569238439373234176,neutral,0.7033,,0.0,Delta,PatricePinkFile,0,@JetBlue actually flight 1089 not 1098,2015-02-21 20:53:14,"Washington, DC",Eastern Time (US & Canada)
10849,568825140898873344,positive,0.6638,,,US Airways,franchise02,0,"@USAirways Thanks. No DC yet, I see. I will keep that link and check back. Appreciate it!",2015-02-20 17:30:56,,Eastern Time (US & Canada)
4532,570059381284302848,negative,1.0,Late Flight,1.0,Southwest,itshosey,0,@SouthwestAir here is my conf #F8NEQM. My flight was delayed for 3 hours while my friend waited for me on her bday. Please follow up.,2015-02-24 03:15:22,Los Angeles,Arizona
5566,568892047559503873,positive,1.0,,,Southwest,itsangieohyeah,1,@SouthwestAir THANK YOU SO MUCH!! http://t.co/tGSB1DfPS3,2015-02-20 21:56:48,Dodger Stadium | Disneyland,Pacific Time (US & Canada)
4829,569692110619877376,negative,1.0,Late Flight,1.0,Southwest,JoeStew82,0,@SouthwestAir it's ok I was supposed to be in California 5hrs ago,2015-02-23 02:55:58,Baltimore ,
6125,568204029517553665,neutral,0.6879,,0.0,Southwest,ericcox122685,0,@SouthwestAir I will be writing in about the service via email. My company also transports well over 100 clients monthly via SW.,2015-02-19 00:22:52,,Central Time (US & Canada)
12280,570244720229797889,negative,1.0,Customer Service Issue,0.6839,American,MauererPower,0,"Yes, and it gets disconnected due to the lack of WIFI strength “@AmericanAir: @MauererPower Have you reached out to @Gogo for help, David?”",2015-02-24 15:31:50,,Central Time (US & Canada)
13373,569880005729067008,negative,1.0,Cancelled Flight,1.0,American,takingthekids,0,@AmericanAir @RLDelahunty record l#oaaret got email we couldn't get rescheduled on another flight but don't know if flight is Cancelled Flightled,2015-02-23 15:22:35,New England ,Quito
13005,569962494283919360,negative,0.6897,Flight Booking Problems,0.6897,American,UllCon,0,@AmericanAir on Feb. 15th your rep gave me the record locator and told me I'd be receiving an email with the itinerary and confirmation.,2015-02-23 20:50:22,"Michigan, US",Quito
4976,569588375037960192,negative,1.0,Cancelled Flight,1.0,Southwest,DigitalCK,0,@SouthwestAir wife's flight to DAL just got Cancelled Flightled. What does she do to find options to get back home?  1708 PHX-&gt;DAL,2015-02-22 20:03:45,"Dallas, Tx",Central Time (US & Canada)
2622,568987648691449857,positive,0.6907,,,United,GoALDE,0,@united No thanks.  Took care of it when I called,2015-02-21 04:16:41,Wisconsin to Worldwide,Central Time (US & Canada)
13336,569886683501473793,negative,1.0,Customer Service Issue,0.6685,American,TheRealChrisCin,0,"@AmericanAir flight US1562 from RIC2DFW was Cancelled Flightled yesterday &amp; I was on hold w/ cust. service from 6-10pm EST...4 hours, no answer...",2015-02-23 15:49:07,"Richmond, VA",Central Time (US & Canada)
13422,569867363580903424,positive,1.0,,,American,elusivegoalie,0,@AmericanAir thanks for responding ... will do!,2015-02-23 14:32:21,,Eastern Time (US & Canada)
625,570243296741752832,neutral,0.6891,,0.0,United,christinphillip,0,@united So do I need to book two one ways in order for her to fly as an unaccompanied minor?,2015-02-24 15:26:11,"Princeton, NJ",Central Time (US & Canada)
